"lang"
{
"Language"	"russian"
		"DOTA_Tooltip_ability_monkey_king_immortal_secret_hit_count"                        	"КОЛИЧЕСТВО УДАРОВ:"
		"DOTA_Tooltip_ability_monkey_king_immortal_secret_immortal_duration"                        	"ДЛИТЕЛЬНОСТЬ БЕССМЕРТИЯ:"
		"DOTA_Tooltip_ability_monkey_king_immortal_secret_immortal_regen_pct"                        	"%РЕГЕНЕРАЦИЯ БЕССМЕРТИЯ:"
		"DOTA_Tooltip_ability_monkey_king_immortal_secret_immortal_cooldown"                        	"ПЕРЕЗАРЯДКА БЕССМЕРТИЯ:"
		"DOTA_Tooltip_modifier_monkey_king_immortal_secret"                            	"Immortal"
		"DOTA_Tooltip_modifier_monkey_king_immortal_secret_Description"                	"Неуязвим"
		"DOTA_Tooltip_modifier_monkey_king_immortal_secret_buff"                            	"Immortal strength"
		"DOTA_Tooltip_modifier_monkey_king_immortal_secret_buff_Description"                	"По телу разливается невероятная сила"
		"DOTA_Tooltip_modifier_monkey_king_immortal_secret_cooldown"                            	"Immortal cooldown"
		"DOTA_Tooltip_modifier_monkey_king_immortal_secret_cooldown_Description"                	"Immortal cooldown"
	
		"DOTA_Tooltip_Ability_monkey_king_wukongs_command_custom"                         			"Wukongs command"
		"DOTA_Tooltip_ability_monkey_king_wukongs_command_custom_Description"           				"Призывает неуязвимых союзников на поле боя для защиты Короля"
		"DOTA_Tooltip_ability_monkey_king_wukongs_command_custom_spawn_duration"                        	"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_monkey_king_wukongs_command_custom_unit_count"                        	"КОЛИЧЕСТВО ВОЙНОВ:"

//Demon king

		"npc_dota_hero_terrorblade"			"Король демонов"
 
 		"npc_dota_demon_conjure_image"			"Иллюзия короля демона"

		"DOTA_Tooltip_Ability_demon_soul_collector"                         		"Soul collector"
		"DOTA_Tooltip_ability_demon_soul_collector_Description"           			"Каждый поверженный враг дает силу Королю."
		"DOTA_Tooltip_modifier_demon_soul_collector"                            	"Soul collector"
		"DOTA_Tooltip_modifier_demon_soul_collector_Description"                	"Души поверженных врагов"
 
		"DOTA_Tooltip_Ability_demon_conjure_image"                         			"Сonjure image"
		"DOTA_Tooltip_ability_demon_conjure_image_Description"           			"Король создает свою копию, которая выполнит любой приказ."
		"DOTA_Tooltip_ability_demon_conjure_image_duration"                        	"БАЗОВАЯ ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_demon_conjure_image_duration_per_soul"                "ДЛИТЕЛЬНОСТЬ ЗА ДУШУ:"
		"DOTA_Tooltip_ability_demon_conjure_image_base_hp_pct"                      "%ЗДОРОВЬЕ:"
		"DOTA_Tooltip_ability_demon_conjure_image_base_dmg_pct"                     "%УРОН:"
		"DOTA_Tooltip_ability_demon_conjure_image_base_armor"                    	"БРОНЯ:"

		"DOTA_Tooltip_Ability_demon_power_strike"                         			"Power strike"
		"DOTA_Tooltip_ability_demon_power_strike_Description"           			"Правитель Демонов имеет шанс нанести свой сильнейший удар."
		"DOTA_Tooltip_ability_demon_power_strike_trigger_chance"                        "%ШАНС СРАБАТЫВАНИЯ:"
		"DOTA_Tooltip_ability_demon_power_strike_crit_mult"                        		"%МНОЖИТЕЛЬ КРИТА:"
		"DOTA_Tooltip_ability_demon_power_strike_crit_mult_per_soul"                    "%МНОЖИТЕЛЬ КРИТА ЗА ДУШУ:"
		"DOTA_Tooltip_ability_demon_power_strike_lifesteal_pct"                        	"%ВАМПИРИЗМ:"
		"DOTA_Tooltip_modifier_demon_power_strike"                            	"Power strike"
		"DOTA_Tooltip_modifier_demon_power_strike_Description"                	"Критический удар!"
 
		"DOTA_Tooltip_Ability_demon_soul_power"                         			"Soul power"
		"DOTA_Tooltip_ability_demon_soul_power_Description"           				"Каждая захваченная душа увеличивает силу Короля."
		"DOTA_Tooltip_ability_demon_soul_power_dmg_per_soul"                        "УРОН ЗА ДУШУ:"
		"DOTA_Tooltip_modifier_demon_soul_power"                            	"Soul power"
		"DOTA_Tooltip_modifier_demon_soul_power_Description"                	"Каждая захваченная душа дает урон"
 
		"DOTA_Tooltip_Ability_demon_corrosive_aura"                         			"Corrosive aura"
		"DOTA_Tooltip_ability_demon_corrosive_aura_Description"           				"Враги не могу выдержать ауру Короля Демонов, от чего их защита разрушается."
		"DOTA_Tooltip_ability_demon_corrosive_aura_aura_radius"                        	"РАДИУС АУРЫ:"
		"DOTA_Tooltip_ability_demon_corrosive_aura_debuff_armor"                        "СНИЖЕНИЕ БРОНИ:"
		"DOTA_Tooltip_ability_demon_corrosive_aura_armor_per_soul"                      "СНИЖЕНИЕ БРОНИ ЗА ДУШУ:"
		"DOTA_Tooltip_modifier_demon_corrosive_aura_debuff"                            	"Corrosive aura"
		"DOTA_Tooltip_modifier_demon_corrosive_aura_debuff_Description"                	"Снижение брони"
 
		"DOTA_Tooltip_Ability_demon_true_form"                         				"The Demon King True form"
		"DOTA_Tooltip_ability_demon_true_form_Description"           				"Правитель Демонов принимает свое истинное обличие и высвобождает колосальную мощь."
		"DOTA_Tooltip_ability_demon_true_form_form_duration"                        "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_demon_true_form_pure_dmg_pct"                        	"%ЧИСТЫЙ УРОН:"
		"DOTA_Tooltip_ability_demon_true_form_bonus_attack_range"                   "БОНУС ДАЛЬНОСТИ АТАКИ:"
		"DOTA_Tooltip_modifier_demon_true_form"                            	"The Demon King True form"
		"DOTA_Tooltip_modifier_demon_true_form_Description"                	"Увеличенная дальность атаки и 25% урона - чистый"

		"DOTA_Tooltip_Ability_item_demon_horns"                         			"<font color=\"#7FFFD4\">Demon horns</font>"
		"DOTA_Tooltip_ability_item_demon_horns_Description"           			"Мистическая броня из альтернативной реальности..."
		"DOTA_Tooltip_ability_item_demon_horns_bonus_dmg"                        	"БОНУС УРОНА:"
		"DOTA_Tooltip_ability_item_demon_horns_bonus_str"                        	"БОНУС СИЛЫ:"
		"DOTA_Tooltip_ability_item_demon_horns_bonus_agi"                        	"БОНУС ЛОВКОСТИ:"
		"DOTA_Tooltip_ability_item_demon_horns_bonus_int"                        	"БОНУС ИНТЕЛЕКТА:"

		"DOTA_Tooltip_Ability_item_demon_horns_upgrade"                         			"<font color=\"#7FFFD4\">Demon horns</font>"
		"DOTA_Tooltip_ability_item_demon_horns_upgrade_Description"           			"Мистическая броня из альтернативной реальности... "
		"DOTA_Tooltip_ability_item_demon_horns_upgrade_bonus_dmg"                        	"БОНУС УРОНА:"
		"DOTA_Tooltip_ability_item_demon_horns_upgrade_bonus_str"                        	"БОНУС СИЛЫ:"
		"DOTA_Tooltip_ability_item_demon_horns_upgrade_bonus_agi"                        	"БОНУС ЛОВКОСТИ:"
		"DOTA_Tooltip_ability_item_demon_horns_upgrade_bonus_int"                        	"БОНУС ИНТЕЛЕКТА:"

//Bristleback
		"npc_dota_hero_bristleback"			"Колючий бочок"

		"DOTA_Tooltip_Ability_bristleback_hard_skin"                         			"Bristle blood"
		"DOTA_Tooltip_ability_bristleback_hard_skin_Description"           				"Повышает жизнеспособность."
		"DOTA_Tooltip_ability_bristleback_hard_skin_bonus_health_pct"                   "%БОНУС ЗДОРОВЬЯ:"

		"DOTA_Tooltip_Ability_bristleback_viscous_goo_custom"                         			"Vicious goo"
		"DOTA_Tooltip_ability_bristleback_viscous_goo_custom_Description"           				"Герой обильно сморкается на врагов, нанося им урон и снижая броню."
		"DOTA_Tooltip_ability_bristleback_viscous_goo_custom_radius"                        	"РАДИУС:"
		"DOTA_Tooltip_ability_bristleback_viscous_goo_custom_debuff_duration"                        	"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_bristleback_viscous_goo_custom_interval"                        	"ИНТЕРВАЛ:"
		"DOTA_Tooltip_ability_bristleback_viscous_goo_custom_interval_dmg"                        	"УРОН ЗА ИНТЕРВАЛ:"
		"DOTA_Tooltip_modifier_bristleback_viscous_goo_custom"                            	"Vicious goo debuff"
		"DOTA_Tooltip_modifier_bristleback_viscous_goo_custom_Description"                	"Теряет броню с течением времени"

		"DOTA_Tooltip_Ability_bristleback_quill_spray_custom"                         			"Quill spray"
		"DOTA_Tooltip_ability_bristleback_quill_spray_custom_Description"           				"Герой  выпускает шипы, нанося урон всем врагам вокруг себя. Каждая следующая волна наносит больший урон."
		"DOTA_Tooltip_ability_bristleback_quill_spray_custom_radius"                        	"РАДИУС:"
		"DOTA_Tooltip_ability_bristleback_quill_spray_custom_duration"                        	"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_bristleback_quill_spray_custom_interval"                        	"ИНТЕРВАЛ:"
		"DOTA_Tooltip_ability_bristleback_quill_spray_custom_base_dmg"                        	"БАЗОВЫЙ УРОН:"
		"DOTA_Tooltip_ability_bristleback_quill_spray_custom_str_dmg"                        	"%УРОН ОТ СИЛЫ:"
		"DOTA_Tooltip_ability_bristleback_quill_spray_custom_stack_dmg_pct"                        	"%УРОНА ЗА СТАК:"
		"DOTA_Tooltip_modifier_bristleback_quill_spray_custom"                            	"Quill spray debuff"
		"DOTA_Tooltip_modifier_bristleback_quill_spray_custom__Description"                	"Иглы находятся в теле"

		"DOTA_Tooltip_Ability_bristleback_warpath_custom"                         			"Warpath"
		"DOTA_Tooltip_ability_bristleback_warpath_custom_Description"           				"Ярость героя заставляет регенерировать с повышенной скоростью !"
		"DOTA_Tooltip_ability_bristleback_warpath_custom_spell_lifesteal_pct"                        	"%ВАМПИРИЗМ ОТ СПОСОБНОСТЕЙ:"
		"DOTA_Tooltip_ability_bristleback_warpath_custom_bonus_str"                        	"БОНУС СИЛЫ:"

		"DOTA_Tooltip_Ability_bristleback_bristleback_custom"                         			"Bristeback"
		"DOTA_Tooltip_ability_bristleback_bristleback_custom_Description"           				"Блокирует входящий урон со спины и боков. Получив урон в спину или бок герой имеет шанс выпустить шипы !"
		"DOTA_Tooltip_ability_bristleback_bristleback_custom_side_damage_reduction"                        	"%СНИЖЕНИЕ УРОНА С БОКОВ:"
		"DOTA_Tooltip_ability_bristleback_bristleback_custom_back_damage_reduction"                        	"%СНИЖЕНИЕ УРОНА С СПИНЫ:"
		"DOTA_Tooltip_ability_bristleback_bristleback_custom_quill_release_threshold"                        	"ПОРОГ УРОНА:"
		"DOTA_Tooltip_ability_bristleback_bristleback_custom_trigger_chance"                        	"%ШАНС СРАБАТЫВАНИЯ:"

		"DOTA_Tooltip_Ability_bristleback_mega_quill_spray"                         			"Mega quill spray"
		"DOTA_Tooltip_ability_bristleback_mega_quill_spray_Description"           				"Накапливает заряды шипов, чтобы выпустить их градом иголок!"
		"DOTA_Tooltip_ability_bristleback_mega_quill_spray_stack_max"                        	"МАКСИМУМ ЗАРЯДОВ:"
		"DOTA_Tooltip_modifier_bristleback_mega_quill_spray"                            	"Mega quill spray"
		"DOTA_Tooltip_modifier_bristleback_mega_quill_spray_Description"                	"Количество зарядов Quill spray"

//Shinobu
		"npc_dota_hero_templar_assassin"			"Шинобу"


		"DOTA_Tooltip_Ability_templar_assassin_trap_custom"                         			"Trap"
		"DOTA_Tooltip_ability_templar_assassin_trap_custom_Description"           				"Shinobu ставит ловушку, которая отслеживает передвижения врагов. При активации ловушки Shinobu телепортируется на неё,а ловушка уничтожается."
		"DOTA_Tooltip_ability_templar_assassin_trap_custom_trap_duration"                        	"ДЛИТЕЛЬНОСТЬ ЛОВУШКИ:"

		"DOTA_Tooltip_Ability_templar_assassin_trap_custom_active"                         			"Trap activate"
		"DOTA_Tooltip_ability_templar_assassin_trap_custom_active_Description"           				"Телепорт на ловушку"

		"DOTA_Tooltip_Ability_templar_assassin_refraction_custom"                         			"Refraction"
		"DOTA_Tooltip_ability_templar_assassin_refraction_custom_Description"           				"Shinobu становиться неуловимой - получает бонусный урон по врагам и бонусное снижение урона по себе."
		"DOTA_Tooltip_ability_templar_assassin_refraction_custom_buff_duration"                        	"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_custom_bonus_dmg"                        	"%БОНУС УРОНА:"
		"DOTA_Tooltip_ability_templar_assassin_refraction_custom_bonus_resist"                        	"%УМЕНЬШЕНИЕ ВХОДЯЩЕГО УРОНА:"
		"DOTA_Tooltip_modifier_templar_assassin_refraction_custom"                            	"Refraction"
		"DOTA_Tooltip_modifier_templar_assassin_refraction_custom_Description"                	"Бонусный урон и бонусный резист урона"

		"DOTA_Tooltip_Ability_templar_assassin_meld_custom"                         			"Meld strike"
		"DOTA_Tooltip_ability_templar_assassin_meld_custom_Description"           				"Shinobu концентрируется и наносит усиленный удар, который снижает жертве броню."
