"lang"
{
        "Language"                "schinese"
                "DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace"                          "恩赐解脱"
                "DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace_Description"              "幻影刺客提高了她的战斗能力，有机会对敌人单位进行毁灭性的致命一击.\n<font color='#FF7800'>死亡之舞:</font> 每次致命一击后，倍数增加!"
                "DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace_Lore"                     "一次神圣的打击, 莫特雷德选择死神以致敬敌人."
                "DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace_crit_bonus"               "%致命一击伤害:"
                "DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace_crit_chance"              "%致命一击概率:"
                "DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace_crit_increase_mult"          "%倍数增加:"

                "DOTA_Tooltip_modifier_imba_coup_de_grace"                           "死亡之舞"
                "DOTA_Tooltip_modifier_imba_coup_de_grace_Description"               "增加恩赐解脱暴击倍率."

        
                "DOTA_Tooltip_ability_phantom_assassin_death_rush"                        "死亡冲刺"
                "DOTA_Tooltip_ability_phantom_assassin_death_rush_Description"            "使用黑暗魔法，英雄获得巨大的力量，但在死亡的边缘却不会死！效果结束后，英雄死亡. "
                "DOTA_Tooltip_ability_phantom_assassin_death_rush_duration"               "持续时间:"
                "DOTA_Tooltip_ability_phantom_assassin_death_rush_ms_bonus"               "移动速度加成:"
                "DOTA_Tooltip_ability_phantom_assassin_death_rush_as_bonus"               "攻击速度加成:"
                "DOTA_Tooltip_ability_phantom_assassin_death_rush_dmg_bonus"              "伤害加成:"
                "DOTA_Tooltip_modifier_phantom_death_rush"                           "死亡冲刺"
                "DOTA_Tooltip_modifier_phantom_death_rush_Description"               "杀 杀 杀"
                
 
//Alchemist(Special hero)
 
        "npc_dota_hero_alchemist"           "炼金术士"
 
        "DOTA_Tooltip_ability_alchemist_bounty"                        "赏金"
        "DOTA_Tooltip_ability_alchemist_bounty_Description"            "为自己和队伍创造一些金钱!"
        "DOTA_Tooltip_ability_alchemist_bounty_base_gold"               "基础金钱:"
        "DOTA_Tooltip_ability_alchemist_bounty_gold_per_min"            "每分钟金钱:"
 
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_throw_custom"                                       "投掷不稳定化合物"
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_throw_custom_Description"           "在爆炸之前快丢掉!"
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_Lore"                                        "把一座山变成金子失败了的一线希望，这种易挥发的溶液具有破坏性的潜力."             
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom"                                             "不稳定化合物"
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_Description"                 "炼金术士炼制出一种不稳定的化合物，他可以向敌人的英雄投掷，使爆炸周围的区域昏迷并造成伤害。这种混合物酿造的时间越长，造成的伤害就越大，晕眩的时间也就越长。5秒后，酿造达到最大伤害和眩晕时间。然而，在5.5秒后，如果没有投掷，化合物会在炼金术士身上爆炸."
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_Note0"                                       "炼金术士在酿造时可以正常活动."
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_Note1"                                       "炼金术士头顶上的计时器将指示剩余的酿造时间。这个计时器对敌人是可见的."
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_Note2"                                       "你可以用这种技巧自杀."
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_Note3"                                       "不稳定化合物不能被解除."
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_Note4"                                       "一旦抛出，不稳定化合物停止酝酿."
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_stun"                            "最大晕眩:"
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_damage"                          "最大伤害:"
                "DOTA_Tooltip_ability_alchemist_unstable_concoction_custom_radius"                                      "爆炸范围:"

        "DOTA_Tooltip_ability_alchemist_power_of_gold"                        "金钱的力量"
        "DOTA_Tooltip_ability_alchemist_power_of_gold_Description"            "更多金钱 - 更多力量. 这很简单!"
        "DOTA_Tooltip_ability_alchemist_power_of_gold_gold_percent"           "%DMG OF NETWORS:"
 
//Sniper(Special hero)
 
        "npc_dota_hero_sniper"          "反恐精英"
 
        "DOTA_Tooltip_ability_sniper_land_mines"                        "地雷"
        "DOTA_Tooltip_ability_sniper_land_mines_Description"            "反恐精英设置一种接触就会爆炸的地雷!"
        "DOTA_Tooltip_ability_sniper_land_mines_damage"                "基础伤害:"
        "DOTA_Tooltip_ability_sniper_land_mines_big_radius"            "爆炸范围:"
        "DOTA_Tooltip_ability_sniper_land_mines_small_radius"          "触发范围:"
        "DOTA_Tooltip_ability_sniper_land_mines_agi_dmg"               "每点敏捷伤害:"
 
        "DOTA_Tooltip_ability_sniper_machingun"                        "机关枪"
        "DOTA_Tooltip_ability_sniper_machingun_Description"            "反恐精英将武器换成机关枪, 增加攻击速度但是降低了移动速度."
        "DOTA_Tooltip_ability_sniper_machingun_duration"               "持续时间:"
        "DOTA_Tooltip_ability_sniper_machingun_ms_bonus"               "%移速减缓:"
        "DOTA_Tooltip_ability_sniper_machingun_bat"                    "基础攻击间隔:"
       
        "DOTA_Tooltip_ability_sniper_grenade"                        "手雷"
        "DOTA_Tooltip_ability_sniper_grenade_Description"            "丢出一个晕眩手雷减速敌人并造成伤害."      
        "DOTA_Tooltip_ability_sniper_grenade_grenade_damage"        "伤害:"
        "DOTA_Tooltip_ability_sniper_grenade_slow_duration"        "减速持续时间:"
        "DOTA_Tooltip_ability_sniper_grenade_movespeed_slow_tooltip"        "%减速:"
        "DOTA_Tooltip_ability_sniper_grenade_max_grenades"        "最大手雷数:"
        "DOTA_Tooltip_ability_sniper_grenade_replenish_time"        "充能:"
        "DOTA_Tooltip_ability_sniper_grenade_grenade_aoe"        "范围:"
       
        "DOTA_Tooltip_ability_sniper_true_headshot"                        "爆头"
        "DOTA_Tooltip_ability_sniper_true_headshot_Description"            "反恐精英可以准确的瞄准你的要害! "
        "DOTA_Tooltip_ability_sniper_true_headshot_proc_chance"            "发动几率:"
        "DOTA_Tooltip_ability_sniper_true_headshot_knockback_dist"         "击退距离:"
        "DOTA_Tooltip_ability_sniper_true_headshot_base_dmg"         "损伤:"
        "DOTA_Tooltip_ability_sniper_true_headshot_agi_dmg"         "%敏捷性伤害:"
          
        "DOTA_Tooltip_ability_sniper_summon_robot"                        "反恐机器人"
        "DOTA_Tooltip_ability_sniper_summon_robot_Description"            "反恐精英利用应用工程的技巧，从手边的东西构造一个机器人!"      
        "DOTA_Tooltip_ability_sniper_summon_robot_summon_duration"                   "持续时间:"
        "DOTA_Tooltip_ability_sniper_summon_robot_base_hp_soldier"                   "机器人生命:"
        "DOTA_Tooltip_ability_sniper_summon_robot_base_dmg_soldier"                  "机器人攻击:"
        "DOTA_Tooltip_ability_sniper_summon_robot_base_armor_soldier"                "机器人护甲:"
 
 
        "DOTA_Tooltip_ability_gyrocopter_call_down"                          "空袭"
        "DOTA_Tooltip_ability_gyrocopter_call_down_Description"              "反恐特警组在地图上的任意地点召唤空袭! "
 
 
        "DOTA_Tooltip_ability_sniper_robot_rocket_barrage"                        "火箭弹幕"
        "DOTA_Tooltip_ability_sniper_robot_rocket_barrage_Description"            "一个机器人正在向周围的敌人发射火箭. "
        "DOTA_Tooltip_ability_sniper_robot_rocket_barrage_radius"               "范围:"
        "DOTA_Tooltip_ability_sniper_robot_rocket_barrage_damage"               "火箭伤害:"
